manufacturer_id,db_domain,db_has_equipments,astra_has_equipments,qwen_has_equipments,db_is_coman,astra_is_coman,qwen_is_coman,db_is_food_beverage,astra_is_food_beverage,qwen_is_food_beverage,db_specialty,astra_specialty,qwen_specialty
818743,roosfarm.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
818760,sunfruitfarms.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
818785,westlakeseafoods.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
818931,cosmetics.alfa-chemistry.com,True,True,True,yes,yes,yes,True,True,True,none,none,ingredient_producer
819273,qaroma.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
819602,bsolvedental.com,True,True,True,yes,yes,yes,True,True,True,none,supplements,supplements
820373,nichedrinks.com,True,True,True,yes,yes,yes,True,True,True,none,winery__brewery__distillery,winery__brewery__distillery
822614,biddiscombetan.com,True,True,True,yes,yes,yes,True,True,True,none,none,none
822616,botanx.biz,True,True,True,yes,yes,yes,True,True,True,none,none,none
829457,sutherlanddistilling.com,True,True,True,yes,yes,yes,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery
